NIM,Nama,Tahun,Arsitektur dan Organisasi Komputer,Aljabar Linier dan Matriks,Pancasila,Etika Profesi,Pemrograman Dasar,Bahasa Indonesia,Basis Data,Jaringan Komputer,Agama Islam,Matematika Diskrit,Kecerdasan Buatan,Sains Komputasi,Struktur Data,Statistika,Pemrograman Berbasis Platform,Sistem Operasi,Kewarganegaraan,Pemrograman Berorientasi Obyek,Interaksi Manusia dan Komputer,Matematika,Total_SKS,IPK,Minat_Jurusan
230183,Indah Susanto,2023,3.3,3.7,2.0,3.7,3.0,3.7,3.0,2.3,2.3,2.3,3.3,3.0,3.7,2.7,3.7,3.0,3.0,4.0,4.0,2.3,60,3.1,RPL
230184,Vina Lestari,2023,2.7,2.0,3.0,1.0,3.3,4.0,3.3,3.7,4.0,3.7,2.0,1.0,3.0,3.0,3.3,4.0,3.3,3.3,3.0,2.0,60,2.93,RPL
230185,Siska Siregar,2023,2.3,1.0,2.0,2.3,4.0,3.0,1.0,3.7,1.0,2.7,3.7,3.0,4.0,3.3,2.7,4.0,1.0,1.0,3.0,4.0,60,2.64,AI Engineering
230186,Laila Siahaan,2023,3.7,2.3,3.7,2.7,2.3,3.3,3.3,2.0,2.3,2.3,4.0,3.7,1.0,3.3,3.0,3.3,3.3,3.7,2.3,4.0,60,2.97,AI Engineering
230187,Fajar Wulandari,2023,3.3,2.0,2.7,1.0,3.3,3.7,3.7,3.0,3.0,2.0,2.7,3.7,3.3,3.0,1.0,3.3,4.0,4.0,2.3,2.3,60,2.86,RPL
230188,Nina Santoso,2023,1.0,1.0,2.3,2.0,3.3,3.7,3.7,3.7,2.3,3.0,2.0,2.7,4.0,1.0,2.3,2.3,4.0,3.0,2.3,3.3,60,2.64,RPL
230189,Agus Zulkarnain,2023,1.0,3.3,4.0,2.3,2.3,2.7,3.7,4.0,3.7,2.0,3.3,4.0,3.7,3.3,2.3,4.0,1.0,2.3,2.0,3.3,60,2.91,AI Engineering
230190,Ayu Ginting,2023,3.7,2.0,2.7,2.7,4.0,1.0,4.0,2.0,3.0,3.0,1.0,2.7,4.0,3.3,1.0,2.7,3.0,3.7,3.3,4.0,60,2.84,RPL
230191,Rizky Wijaya,2023,3.3,2.7,4.0,2.3,3.0,3.7,3.0,1.0,2.3,2.0,2.7,3.3,3.7,2.7,2.3,3.7,2.7,3.3,2.7,3.3,60,2.89,RPL
230192,Joko Chaniago,2023,1.0,2.0,3.3,3.7,3.7,3.0,3.0,3.7,3.7,2.7,4.0,3.0,2.7,3.7,2.0,3.3,2.0,4.0,3.7,4.0,60,3.11,AI Engineering
230193,Bagas Sembiring,2023,4.0,2.3,3.7,2.0,3.7,4.0,3.3,3.7,2.7,2.0,3.0,2.7,4.0,3.3,3.7,2.7,3.7,3.7,1.0,4.0,60,3.16,RPL
230194,Gita Kusuma,2023,3.7,3.7,2.3,1.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,3.3,3.0,1.0,3.0,2.3,3.3,3.7,1.0,2.7,60,2.65,RPL
230195,Euis Zulkarnain,2023,2.0,3.7,3.0,3.3,3.7,2.3,3.7,3.0,1.0,1.0,2.3,3.0,3.7,1.0,3.7,2.3,3.3,3.3,2.3,3.7,60,2.76,RPL
230196,Made Mulyono,2023,3.7,3.0,4.0,3.3,2.7,2.7,2.3,3.7,2.3,1.0,4.0,2.7,2.0,4.0,2.7,3.7,3.0,2.3,3.0,3.7,60,2.99,Cyber Security
230197,Taufik Wijaya,2023,2.0,3.7,3.3,3.3,2.7,1.0,3.0,3.7,1.0,3.3,3.7,1.0,2.7,1.0,1.0,3.3,4.0,2.0,1.0,4.0,60,2.53,Cyber Security
230198,Eko Hasibuan,2023,2.7,1.0,3.0,3.7,3.3,3.7,2.3,3.3,3.7,2.7,3.3,3.7,1.0,3.3,3.7,2.7,2.0,3.0,2.7,3.3,60,2.91,AI Engineering
230199,Rosa Siahaan,2023,2.3,2.0,3.0,2.7,3.7,2.7,3.7,1.0,4.0,2.0,4.0,3.3,3.3,2.3,4.0,1.0,3.0,3.0,2.3,3.3,60,2.83,RPL
230200,Farhan Kurniawan,2023,4.0,3.3,2.7,4.0,3.3,2.7,2.0,3.0,2.3,3.3,2.7,3.7,3.7,2.7,4.0,4.0,3.7,2.0,4.0,4.0,60,3.26,Cyber Security
240001,Siti Situmorang,2024,3.7,2.0,2.7,3.0,2.7,2.3,2.7,3.7,2.0,1.0,3.7,4.0,2.7,4.0,2.7,3.0,2.7,3.3,3.0,1.0,60,2.8,Cyber Security
240002,Hana Santoso,2024,3.7,2.7,2.0,1.0,2.7,3.0,3.7,3.7,3.7,2.7,3.3,3.7,1.0,3.0,3.0,2.3,4.0,2.0,1.0,3.3,60,2.77,AI Engineering
240003,Hendra Lestari,2024,2.0,3.3,1.0,3.0,2.7,4.0,3.7,4.0,3.3,1.0,3.7,2.0,3.7,2.7,2.0,3.0,2.0,2.7,2.7,2.3,60,2.74,Cyber Security
240004,Siti Pasaribu,2024,3.0,2.7,3.0,1.0,3.0,2.7,3.3,1.0,3.3,3.7,4.0,3.3,3.7,3.7,2.0,2.7,3.3,3.3,1.0,1.0,60,2.74,RPL
240005,Gani Hardi,2024,2.0,3.0,2.7,2.0,1.0,3.3,2.7,3.7,2.7,4.0,4.0,3.0,2.7,3.0,2.7,3.3,4.0,2.0,2.0,3.3,60,2.85,AI Engineering
240006,Vina Setiawan,2024,1.0,2.3,3.7,3.3,3.0,3.7,4.0,2.0,1.0,1.0,2.0,2.7,4.0,3.3,1.0,2.0,4.0,3.0,3.0,3.0,60,2.65,RPL
240007,Andi Hidayat,2024,2.7,3.7,3.7,3.3,3.7,3.7,4.0,4.0,3.0,2.7,2.3,4.0,3.0,4.0,4.0,4.0,3.0,3.3,2.7,1.0,60,3.29,RPL
240008,Farhan Fitriani,2024,3.0,1.0,2.7,4.0,4.0,2.0,3.0,3.7,2.0,2.0,4.0,3.0,3.7,1.0,3.3,2.0,2.3,3.7,3.7,3.7,60,2.89,RPL
240009,Siska Situmorang,2024,4.0,3.3,3.0,2.3,1.0,3.3,3.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,2.3,2.7,2.0,3.7,2.0,3.7,60,2.82,AI Engineering
240010,Putri Siregar,2024,3.7,2.0,2.3,3.0,2.7,3.0,2.3,3.7,2.7,2.0,3.0,1.0,3.7,2.0,3.3,3.7,2.0,4.0,2.0,1.0,60,2.66,Cyber Security
240011,Taufik Aminah,2024,2.3,1.0,3.7,2.3,3.7,3.7,3.7,3.0,4.0,1.0,2.7,2.3,3.0,3.3,2.0,2.0,2.0,3.3,2.7,3.7,60,2.77,RPL
240012,Dadan Kurniawan,2024,2.0,1.0,3.7,3.7,2.0,3.3,1.0,3.7,2.3,2.7,3.3,2.3,4.0,3.0,3.3,3.3,2.0,1.0,2.0,3.7,60,2.67,Cyber Security
240013,Andi Santoso,2024,2.3,3.0,3.3,3.0,3.7,3.3,2.7,4.0,1.0,1.0,1.0,3.7,3.3,3.0,2.3,3.3,2.3,2.0,2.0,2.0,60,2.61,Cyber Security
240014,Gita Saputra,2024,3.7,3.0,2.7,3.0,3.0,3.7,2.7,4.0,3.7,3.3,4.0,2.3,3.7,3.7,3.0,3.7,3.3,4.0,3.7,2.3,60,3.33,Cyber Security
240015,Hana Simanjuntak,2024,3.7,3.7,2.7,3.3,2.7,2.3,3.3,3.3,1.0,3.0,4.0,3.3,3.3,3.3,2.3,3.7,2.0,2.3,2.7,3.3,60,2.96,Cyber Security
240016,Nyoman Sembiring,2024,1.0,3.7,3.7,3.0,3.0,3.7,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.7,3.7,3.3,3.3,60,3.36,AI Engineering
240017,Doni Saputra,2024,3.3,3.3,1.0,3.7,3.3,4.0,4.0,2.7,3.7,3.3,2.7,3.0,3.7,4.0,3.7,4.0,2.7,3.3,4.0,3.7,60,3.36,RPL
240018,Tania Situmorang,2024,3.7,1.0,2.3,3.3,3.0,3.3,3.3,2.0,1.0,2.0,1.0,2.0,4.0,3.0,3.7,3.7,3.0,4.0,2.3,2.7,60,2.72,RPL
240019,Ayu Chaniago,2024,3.0,1.0,1.0,2.3,3.0,3.0,4.0,4.0,2.3,2.0,2.0,2.3,3.0,3.3,2.3,2.3,3.7,4.0,1.0,2.3,60,2.59,RPL
240020,Aris Hasibuan,2024,4.0,4.0,2.7,1.0,1.0,2.3,4.0,2.7,1.0,3.3,3.0,3.0,2.7,3.0,2.0,2.0,2.3,3.3,3.0,4.0,60,2.71,AI Engineering
240021,Budi Wulandari,2024,2.7,4.0,3.3,2.7,4.0,3.7,3.7,3.3,2.3,3.0,4.0,2.7,4.0,2.0,2.3,2.7,2.0,3.7,2.3,4.0,60,3.12,RPL
240022,Dadan Pratama,2024,2.7,2.7,2.0,2.3,3.7,2.0,3.3,3.3,3.3,2.7,2.3,2.3,3.7,2.0,2.3,2.3,2.7,4.0,3.7,1.0,60,2.72,RPL
240023,Citra Hidayat,2024,1.0,2.7,3.7,3.7,1.0,2.3,3.7,3.0,1.0,2.7,1.0,3.0,3.7,2.3,4.0,3.7,4.0,2.3,1.0,3.0,60,2.64,Cyber Security
240024,Putu Saputra,2024,4.0,4.0,2.0,3.7,4.0,3.0,3.7,3.7,3.3,2.7,2.0,3.7,2.7,3.0,3.0,4.0,3.7,3.7,2.7,4.0,60,3.33,Cyber Security
240025,Iwan Lubis,2024,2.3,4.0,4.0,2.7,3.7,3.0,4.0,2.0,2.0,3.0,3.3,3.3,3.0,3.7,3.7,2.3,2.3,3.7,1.0,4.0,60,3.05,AI Engineering
240026,Agus Kusuma,2024,1.0,2.3,4.0,2.0,4.0,3.0,1.0,2.3,3.0,3.0,3.0,4.0,3.3,3.7,4.0,2.7,3.7,1.0,3.7,3.0,60,2.89,AI Engineering
240027,Joko Hasibuan,2024,1.0,3.3,2.3,3.7,1.0,2.0,2.7,3.0,4.0,2.3,4.0,3.7,4.0,3.7,3.0,4.0,2.0,2.0,1.0,3.3,60,2.8,AI Engineering
240028,Eko Hidayat,2024,2.0,4.0,3.3,3.3,3.3,2.3,3.0,3.0,2.7,3.0,2.3,2.0,4.0,3.0,1.0,2.3,2.3,3.7,3.0,2.3,60,2.79,RPL
240029,Nyoman Setiawan,2024,2.7,3.7,4.0,2.3,3.0,4.0,3.0,2.3,4.0,3.7,2.7,2.7,4.0,2.0,2.3,3.3,3.3,3.3,3.0,4.0,60,3.17,RPL
240030,Iwan Situmorang,2024,4.0,2.0,2.3,2.3,4.0,4.0,2.3,3.7,1.0,1.0,3.7,4.0,2.0,4.0,2.0,4.0,3.0,2.7,2.7,3.3,60,2.9,AI Engineering
240031,Lani Situmorang,2024,4.0,3.0,2.7,4.0,2.3,2.0,2.3,3.7,3.3,2.3,2.3,2.3,1.0,2.3,2.3,4.0,4.0,1.0,3.7,4.0,60,2.83,Cyber Security
240032,Eko Lestari,2024,3.0,2.0,2.0,3.0,3.0,2.3,4.0,3.3,2.7,3.0,1.0,2.3,3.3,3.7,3.3,3.3,1.0,4.0,3.0,2.3,60,2.77,RPL
240033,Lani Sari,2024,1.0,3.7,2.0,1.0,3.7,2.0,4.0,2.0,2.3,2.3,2.3,1.0,4.0,3.7,3.0,2.7,2.7,3.0,2.0,2.0,60,2.52,RPL
240034,Ayu Santoso,2024,1.0,4.0,2.7,1.0,3.0,2.7,3.7,3.7,4.0,3.7,2.7,2.7,4.0,3.0,4.0,2.7,2.7,3.3,3.7,3.7,60,3.1,RPL
240035,Hana Fitriani,2024,1.0,1.0,2.3,2.3,4.0,4.0,3.7,3.0,2.0,2.0,2.3,3.0,3.0,2.0,1.0,2.3,2.7,3.0,4.0,3.3,60,2.59,RPL
240036,Taufik Lubis,2024,4.0,3.7,4.0,4.0,3.3,3.7,3.3,3.7,3.0,2.7,4.0,4.0,2.7,3.3,3.0,3.0,2.7,2.3,2.0,1.0,60,3.17,Cyber Security
240037,Tania Harahap,2024,2.0,3.7,2.0,3.7,3.3,2.0,4.0,4.0,2.3,2.0,3.3,3.7,3.3,1.0,3.3,3.7,3.0,2.3,2.7,4.0,60,2.96,Cyber Security
240038,Joko Siregar,2024,2.7,2.0,3.0,3.7,2.3,1.0,2.3,3.0,1.0,3.0,3.7,2.0,2.0,4.0,1.0,3.7,1.0,2.0,2.7,1.0,60,2.36,Cyber Security
240039,Farhan Santoso,2024,3.3,2.0,3.3,4.0,3.0,3.7,2.0,3.0,1.0,1.0,3.3,2.3,3.0,3.0,2.7,3.0,2.0,2.0,2.0,2.7,60,2.62,Cyber Security
240040,Gani Hidayat,2024,4.0,3.7,3.0,4.0,3.7,4.0,3.7,3.3,3.0,2.3,3.0,3.7,3.3,2.0,2.3,2.7,2.0,3.0,2.0,4.0,60,3.13,RPL
240041,Rina Siregar,2024,4.0,4.0,3.3,2.3,4.0,3.3,4.0,2.0,3.7,3.3,3.7,3.0,3.7,2.3,4.0,4.0,3.3,3.7,2.7,2.0,60,3.31,RPL
240042,Gani Chaniago,2024,1.0,2.7,2.3,3.7,2.7,3.3,4.0,3.3,4.0,3.3,2.7,2.0,2.3,3.7,3.3,3.7,3.3,1.0,4.0,3.7,60,3.0,Cyber Security
240043,Hendra Susanto,2024,4.0,2.0,2.7,2.7,4.0,2.7,2.7,3.7,2.0,3.3,3.3,3.0,2.7,3.7,4.0,3.3,3.3,2.3,1.0,4.0,60,3.02,AI Engineering
240044,Budi Tanjung,2024,2.7,3.7,1.0,3.7,2.7,2.7,2.3,3.0,1.0,3.0,2.7,2.3,4.0,2.7,2.7,3.3,2.3,2.0,2.3,4.0,60,2.7,Cyber Security
240045,Putu Lestari,2024,2.0,4.0,4.0,3.3,2.7,2.7,3.0,3.0,2.3,2.0,2.0,2.7,4.0,4.0,1.0,3.7,3.7,3.3,3.3,3.7,60,3.02,Cyber Security
240046,Eko Situmorang,2024,3.3,3.3,1.0,3.3,1.0,2.3,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,2.3,3.3,2.3,1.0,3.7,60,2.64,AI Engineering
240047,Hana Susanto,2024,2.3,3.7,3.0,2.7,4.0,2.7,3.3,2.0,4.0,2.3,3.7,3.0,4.0,3.0,3.7,2.0,4.0,3.0,1.0,3.7,60,3.06,AI Engineering
240048,Maya Sari,2024,3.7,3.7,2.3,2.3,4.0,2.3,4.0,1.0,2.3,3.7,1.0,2.0,3.7,3.0,2.7,4.0,1.0,3.7,2.0,2.3,60,2.74,RPL
240049,Vina Sitepu,2024,3.3,3.7,3.0,3.0,4.0,2.7,3.3,2.3,3.3,1.0,2.0,3.3,3.7,3.3,1.0,3.3,1.0,3.7,2.0,1.0,60,2.69,RPL
240050,Nyoman Rahayu,2024,2.3,2.0,1.0,4.0,4.0,2.7,3.7,2.3,2.3,1.0,4.0,3.3,4.0,2.3,2.7,4.0,2.7,3.7,1.0,3.7,60,2.84,RPL
240051,Putri Wulandari,2024,3.3,3.3,3.3,2.7,2.0,3.3,4.0,3.0,2.3,3.0,3.7,4.0,2.7,4.0,1.0,3.0,2.0,2.0,2.3,4.0,60,2.94,AI Engineering
240052,Rosa Manurung,2024,4.0,1.0,1.0,3.3,3.3,3.3,2.3,2.7,2.7,3.7,3.3,3.0,3.0,3.3,2.3,3.7,3.7,2.7,1.0,3.3,60,2.83,AI Engineering
240053,Made Kurniawan,2024,3.7,3.3,1.0,2.3,3.3,2.3,3.3,2.3,3.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,2.7,3.7,3.0,60,3.05,AI Engineering
240054,Hana Siregar,2024,3.7,2.3,3.0,3.3,4.0,2.3,3.3,3.3,3.3,3.0,3.0,3.7,1.0,2.0,1.0,3.0,2.7,3.7,2.7,2.7,60,2.85,Cyber Security
240055,Tania Mulyono,2024,2.7,2.7,3.0,4.0,3.3,2.0,2.7,3.3,2.0,1.0,3.7,1.0,4.0,1.0,3.0,3.3,1.0,4.0,4.0,4.0,60,2.78,Cyber Security
240056,Putri Harahap,2024,3.0,3.0,2.0,3.7,2.7,4.0,2.7,3.0,2.0,3.3,3.7,2.3,2.0,1.0,2.0,4.0,3.3,3.7,3.3,4.0,60,2.93,Cyber Security
240057,Rina Wulandari,2024,4.0,2.3,3.3,4.0,3.7,2.7,2.7,3.0,3.3,4.0,3.3,4.0,3.7,2.0,3.0,4.0,1.0,3.7,3.3,1.0,60,3.1,Cyber Security
240058,Rosa Siregar,2024,2.7,3.0,2.7,4.0,3.0,3.0,4.0,4.0,2.7,2.3,2.7,3.0,4.0,3.7,2.0,4.0,2.0,4.0,2.7,3.3,60,3.14,RPL
240059,Eko Al-Faris,2024,4.0,2.7,2.0,3.3,4.0,3.3,4.0,1.0,2.0,2.3,1.0,1.0,3.7,2.7,3.7,2.0,4.0,3.7,2.3,2.0,60,2.74,RPL
240060,Gita Al-Faris,2024,3.7,2.0,2.3,3.0,2.7,1.0,2.3,3.0,3.7,3.7,2.3,2.0,2.3,4.0,3.3,4.0,4.0,3.7,3.7,4.0,60,3.04,Cyber Security
240061,Hana Kurniawan,2024,3.0,1.0,2.3,4.0,1.0,4.0,2.3,3.7,2.3,3.3,4.0,2.0,4.0,4.0,3.7,4.0,3.7,2.3,2.3,4.0,60,3.05,Cyber Security
240062,Nina Wijaya,2024,2.0,4.0,3.7,2.3,3.3,3.3,3.7,3.0,1.0,4.0,1.0,3.0,3.7,4.0,4.0,2.7,4.0,4.0,4.0,3.7,60,3.22,RPL
240063,Lani Sembiring,2024,2.0,3.0,2.0,2.7,2.3,3.3,1.0,3.0,3.0,3.0,3.7,3.7,1.0,3.0,4.0,2.0,3.3,3.3,2.3,3.3,60,2.74,AI Engineering
240064,Taufik Chaniago,2024,1.0,2.7,2.0,1.0,3.3,2.3,3.0,4.0,2.3,2.7,2.3,3.3,3.3,2.0,2.7,3.7,3.7,3.7,2.7,3.3,60,2.75,RPL
240065,Dadan Setiawan,2024,2.7,3.3,3.7,1.0,2.0,1.0,2.7,4.0,3.3,3.7,3.0,3.3,3.3,4.0,2.3,1.0,4.0,3.3,3.7,3.7,60,2.95,AI Engineering
240066,Eko Simanjuntak,2024,4.0,1.0,2.0,3.3,2.0,3.0,1.0,2.0,1.0,3.0,3.7,4.0,4.0,3.3,3.7,3.3,2.3,3.0,2.0,3.3,60,2.74,AI Engineering
240067,Ayu Hardi,2024,2.3,3.0,2.0,2.0,3.0,3.7,3.0,2.3,1.0,4.0,2.3,3.0,4.0,4.0,2.0,1.0,2.3,3.7,3.7,2.0,60,2.72,RPL
240068,Hendra Chaniago,2024,2.7,2.7,3.3,3.0,3.3,3.0,4.0,3.3,2.3,2.7,2.3,2.3,3.3,2.3,3.0,3.0,3.3,3.0,3.3,2.3,60,2.92,RPL
240069,Taufik Tanjung,2024,2.7,3.3,2.7,4.0,1.0,2.3,3.0,4.0,1.0,3.7,2.0,4.0,1.0,1.0,2.0,3.7,2.3,3.3,3.3,4.0,60,2.71,Cyber Security
240070,Citra Setiawan,2024,2.3,2.0,4.0,2.0,3.0,4.0,3.7,2.0,2.0,2.7,3.3,2.7,3.7,1.0,2.3,2.3,3.7,3.7,2.0,1.0,60,2.67,RPL
240071,Aris Ramadhan,2024,3.0,1.0,4.0,4.0,3.7,3.7,3.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,2.3,3.7,3.7,3.7,2.7,1.0,60,2.88,RPL
240072,Maya Siahaan,2024,2.0,3.3,2.3,1.0,4.0,3.7,3.7,2.3,2.0,3.0,3.0,2.7,4.0,2.7,2.3,2.3,3.3,3.7,3.3,3.7,60,2.92,RPL
240073,Euis Saputra,2024,3.0,3.3,4.0,3.7,3.7,1.0,3.0,3.7,1.0,3.7,1.0,4.0,3.0,3.7,3.7,3.3,3.3,1.0,2.7,1.0,60,2.84,Cyber Security
240074,Citra Pratama,2024,3.3,3.3,1.0,4.0,4.0,3.3,3.7,1.0,2.3,3.3,3.3,4.0,2.3,3.0,4.0,3.0,1.0,2.0,1.0,3.3,60,2.8,AI Engineering
240075,Putri Ramadhan,2024,3.7,4.0,2.7,2.7,4.0,2.7,4.0,1.0,3.0,3.7,3.0,3.7,3.3,4.0,3.0,1.0,3.7,3.0,4.0,1.0,60,3.06,RPL
240076,Siska Siahaan,2024,2.3,3.0,2.3,4.0,2.3,1.0,1.0,4.0,1.0,3.0,2.3,1.0,2.7,2.3,3.0,3.7,4.0,4.0,4.0,3.7,60,2.73,Cyber Security
240077,Citra Tanjung,2024,3.0,2.0,3.7,1.0,3.3,1.0,3.3,2.0,3.7,2.0,4.0,1.0,3.3,2.3,2.7,3.3,3.7,4.0,3.0,3.3,60,2.78,RPL
240078,Joko Harahap,2024,2.7,1.0,2.7,4.0,4.0,2.7,3.3,3.7,3.3,3.7,2.7,4.0,4.0,4.0,2.7,2.3,3.3,3.3,2.3,2.3,60,3.1,RPL
240079,Budi Tanjung,2024,4.0,2.0,2.0,2.0,2.7,4.0,1.0,1.0,4.0,2.7,3.0,3.3,3.0,3.3,2.0,3.3,3.3,4.0,2.3,3.3,60,2.81,AI Engineering
240080,Farhan Chaniago,2024,2.0,2.7,2.7,3.3,4.0,2.7,2.3,3.0,3.0,2.0,2.0,2.0,3.0,3.3,2.0,3.0,4.0,2.7,1.0,2.7,60,2.67,Cyber Security
240081,Taufik Mahendra,2024,4.0,2.7,3.0,3.0,2.3,2.7,3.3,4.0,3.0,3.0,3.7,2.0,2.0,1.0,3.0,4.0,2.0,2.0,3.3,3.0,60,2.85,Cyber Security
240082,Putu Utami,2024,2.0,1.0,3.3,2.3,3.0,2.7,2.3,3.3,2.7,1.0,3.3,3.3,3.0,3.0,3.0,2.7,1.0,4.0,2.3,4.0,60,2.66,AI Engineering
240083,Vina Mulyono,2024,1.0,4.0,3.7,3.7,2.7,1.0,3.7,3.3,3.7,3.7,3.3,3.3,3.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,60,3.1,AI Engineering
240084,Fajar Wulandari,2024,3.3,2.3,2.7,1.0,1.0,3.7,3.0,3.7,4.0,3.0,3.0,3.7,1.0,3.0,2.3,4.0,1.0,2.7,4.0,4.0,60,2.82,AI Engineering
240085,Rosa Santoso,2024,4.0,3.3,3.0,3.7,3.0,3.3,3.3,2.0,2.3,1.0,3.0,3.7,3.3,3.0,1.0,2.0,4.0,2.0,4.0,4.0,60,2.94,AI Engineering
240086,Doni Fitriani,2024,3.0,2.0,3.7,3.7,3.3,2.7,4.0,2.7,3.7,4.0,2.3,3.0,4.0,1.0,3.7,2.0,1.0,4.0,2.7,1.0,60,2.88,RPL
240087,Dedi Mulyono,2024,2.3,3.3,2.7,3.7,3.3,2.0,1.0,2.0,3.3,2.0,4.0,3.3,3.7,4.0,2.3,4.0,3.7,3.0,3.3,4.0,60,3.04,AI Engineering
240088,Farhan Nasution,2024,4.0,4.0,4.0,1.0,2.7,3.7,4.0,3.3,1.0,2.3,3.7,3.3,2.3,3.0,3.7,1.0,2.0,3.0,4.0,4.0,60,3.0,AI Engineering
240089,Euis Lestari,2024,3.7,1.0,4.0,4.0,3.7,4.0,3.0,3.3,3.0,2.0,4.0,3.0,3.3,3.7,3.7,3.7,2.3,2.0,2.3,3.3,60,3.15,AI Engineering
240090,Nina Lubis,2024,2.0,2.3,4.0,2.3,2.0,2.3,2.0,3.3,2.0,3.3,3.3,3.7,3.7,3.7,3.3,3.7,2.0,4.0,3.3,3.0,60,2.96,AI Engineering
240091,Made Kusuma,2024,2.7,2.3,3.7,3.7,3.3,3.3,3.3,3.0,3.7,2.7,3.7,4.0,2.7,2.0,1.0,3.0,1.0,3.0,3.0,2.0,60,2.85,Cyber Security
240092,Citra Setiawan,2024,3.0,4.0,3.7,2.3,3.7,4.0,2.0,1.0,2.3,3.3,3.3,3.7,2.3,3.7,3.3,4.0,4.0,3.3,3.3,3.0,60,3.16,AI Engineering
240093,Tania Simanjuntak,2024,1.0,3.0,4.0,4.0,2.0,3.0,2.0,3.7,3.0,2.7,2.7,2.7,3.7,3.3,1.0,3.0,2.0,1.0,2.0,3.0,60,2.64,Cyber Security
240094,Gita Siregar,2024,3.7,2.3,3.3,4.0,3.0,3.0,4.0,4.0,3.7,2.7,3.7,3.0,3.3,3.7,2.0,2.3,3.7,3.0,2.0,3.7,60,3.21,AI Engineering
240095,Rizky Pasaribu,2024,2.3,1.0,2.0,2.3,3.3,4.0,4.0,1.0,2.7,4.0,3.3,3.3,2.0,3.0,3.3,1.0,3.0,1.0,3.7,4.0,60,2.71,AI Engineering
240096,Laila Hardi,2024,2.3,2.3,3.7,2.0,2.3,3.0,2.0,2.3,4.0,1.0,4.0,3.7,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,60,2.73,AI Engineering
240097,Siska Utami,2024,2.7,3.7,3.7,3.0,2.3,3.7,2.0,2.7,2.0,1.0,3.0,3.7,2.3,4.0,2.0,2.7,2.7,1.0,3.0,4.0,60,2.76,AI Engineering
240098,Rina Sembiring,2024,2.7,1.0,4.0,2.3,3.7,1.0,3.7,2.7,2.7,4.0,3.7,2.0,3.7,2.3,2.7,3.3,2.3,3.0,3.7,2.7,60,2.86,RPL
240099,Putu Mulyono,2024,2.3,3.7,2.3,2.3,3.7,4.0,2.7,3.7,1.0,2.0,3.7,3.7,4.0,4.0,2.3,4.0,2.0,3.7,3.3,4.0,60,3.12,AI Engineering
240100,Rina Wijaya,2024,4.0,2.3,2.3,1.0,3.3,1.0,3.7,2.7,2.3,1.0,3.7,2.3,3.3,4.0,1.0,1.0,3.7,3.7,1.0,2.7,60,2.5,RPL
240101,Rosa Fitriani,2024,3.0,3.3,3.0,2.7,3.0,3.7,3.3,4.0,2.7,3.0,2.7,1.0,3.3,2.0,3.3,2.7,2.7,3.7,2.0,4.0,60,2.96,RPL
240102,Aris Wulandari,2024,1.0,2.3,2.3,3.0,3.7,4.0,3.3,4.0,2.3,4.0,2.3,2.7,3.7,3.7,2.3,4.0,1.0,4.0,2.7,2.7,60,2.95,RPL
240103,Lani Siahaan,2024,2.0,1.0,4.0,3.3,4.0,2.0,4.0,2.0,2.3,3.7,3.7,4.0,3.3,4.0,4.0,2.7,2.7,3.3,3.3,3.0,60,3.11,RPL
240104,Aris Pasaribu,2024,2.3,2.0,3.7,3.7,3.7,2.3,3.7,1.0,1.0,2.7,3.7,2.3,3.0,1.0,2.0,3.7,2.0,4.0,2.7,4.0,60,2.73,RPL
240105,Gani Mahendra,2024,2.3,3.3,2.0,1.0,2.0,3.0,3.3,3.7,2.0,2.7,4.0,3.3,2.7,3.0,3.0,4.0,3.3,3.3,3.7,3.7,60,2.96,AI Engineering
240106,Euis Simanjuntak,2024,3.3,3.0,1.0,1.0,4.0,4.0,4.0,3.0,3.7,1.0,2.0,3.3,3.0,4.0,3.3,2.7,1.0,3.3,3.3,2.7,60,2.83,RPL
240107,Dewi Lubis,2024,1.0,3.7,2.0,2.0,3.3,3.3,3.3,2.7,3.3,2.7,2.3,2.3,4.0,2.3,2.3,3.7,3.0,3.0,1.0,3.0,60,2.71,RPL
240108,Laila Puspita,2024,2.3,3.3,3.0,3.0,3.7,3.0,3.7,3.3,3.3,4.0,2.0,1.0,1.0,3.3,4.0,4.0,2.0,3.3,4.0,3.3,60,3.02,Cyber Security
240109,Taufik Chaniago,2024,2.7,3.0,2.7,4.0,1.0,2.7,3.0,3.3,3.0,3.3,3.7,3.0,4.0,3.3,2.7,3.7,3.7,1.0,2.7,3.3,60,2.99,Cyber Security
240110,Budi Wulandari,2024,3.7,3.3,2.3,3.7,3.7,2.3,3.7,4.0,1.0,2.7,1.0,2.0,3.0,2.3,3.7,3.7,3.7,4.0,3.0,4.0,60,3.04,RPL
