nama,tahun_data,matematika,pemrograman_dasar,basis_data,jaringan_komputer,kecerdasan_buatan,struktur_data,statistika,sistem_operasi,pbo,minat_jurusan
Indah Kurniawan,2025,3.7,2.7,3.0,3.0,4.0,3.0,3.3,3.3,2.0,Cyber Security
Laila Saputra,2025,2.3,3.3,3.7,3.0,3.3,3.3,3.7,2.3,3.0,RPL
Bagas Ginting,2025,4.0,3.0,3.7,3.7,3.7,3.7,2.3,3.3,4.0,RPL
Hana Harahap,2025,3.7,4.0,3.7,2.0,2.3,4.0,2.3,3.7,4.0,RPL
Siti Chaniago,2025,3.0,4.0,2.7,3.0,3.3,3.7,3.7,2.7,3.0,AI Engineering
Iwan Wulandari,2025,4.0,3.0,3.3,3.7,3.3,1.0,2.7,3.3,2.0,Cyber Security
Budi Sembiring,2025,3.3,3.3,4.0,4.0,1.0,4.0,2.7,4.0,3.7,RPL
Budi Mahendra,2025,3.7,3.0,3.7,2.0,3.0,4.0,3.0,2.3,3.0,AI Engineering
Doni Lestari,2025,3.3,4.0,1.0,2.0,3.3,3.3,3.7,2.7,2.0,AI Engineering
Nina Simanjuntak,2025,2.7,3.3,2.7,3.3,2.3,2.7,3.0,4.0,2.0,Cyber Security
Indah Wulandari,2025,4.0,1.0,2.3,4.0,3.7,3.0,3.7,1.0,2.7,AI Engineering
Andi Nasution,2025,3.7,3.0,3.3,3.7,4.0,2.3,3.7,1.0,4.0,AI Engineering
Euis Tanjung,2025,4.0,4.0,2.7,3.3,1.0,2.3,3.7,4.0,2.3,Cyber Security
Dadan Kusuma,2025,2.3,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.7,Cyber Security
Rizky Pratama,2025,3.3,2.3,2.3,3.3,2.3,2.0,1.0,4.0,3.7,Cyber Security
Putu Puspita,2025,3.0,2.7,4.0,1.0,3.3,2.0,3.0,2.0,3.3,AI Engineering
Citra Chaniago,2025,3.7,2.7,2.0,2.0,3.7,3.0,3.0,3.0,3.3,AI Engineering
Andi Saputra,2025,2.7,3.0,4.0,3.0,2.7,4.0,2.3,2.0,4.0,RPL
Laila Puspita,2025,3.7,4.0,1.0,4.0,3.3,2.0,4.0,2.0,3.0,AI Engineering
Gani Saputra,2025,4.0,3.0,3.3,3.7,3.3,3.0,1.0,3.7,3.7,Cyber Security
Eko Lestari,2025,3.3,3.0,2.0,2.3,3.7,1.0,3.3,3.7,3.7,AI Engineering
Agus Situmorang,2025,2.3,4.0,4.0,1.0,1.0,3.3,4.0,3.3,3.7,RPL
Laila Susanto,2025,2.7,3.3,3.0,2.0,2.3,3.3,2.7,2.3,3.0,RPL
Zaki Kurniawan,2025,1.0,3.0,3.0,3.3,1.0,3.0,1.0,2.3,4.0,RPL
Nyoman Pohan,2025,3.0,4.0,4.0,4.0,2.3,3.0,2.0,3.0,3.7,RPL
Putu Santoso,2025,3.3,3.7,3.7,3.0,3.3,4.0,2.3,2.0,3.0,RPL
Rina Susanto,2025,1.0,1.0,3.3,3.0,3.0,3.3,1.0,4.0,4.0,Cyber Security
Siska Pohan,2025,2.0,4.0,3.0,3.3,4.0,4.0,1.0,3.7,3.7,Cyber Security
Iwan Manurung,2025,2.0,4.0,3.7,1.0,2.3,4.0,1.0,2.7,3.7,RPL
Iwan Kusuma,2025,3.7,1.0,2.3,2.7,3.7,3.3,3.0,2.3,2.0,AI Engineering
Nina Fitriani,2026,3.3,3.7,3.0,2.0,4.0,3.7,1.0,2.3,4.0,RPL
Joko Setiawan,2026,3.7,3.7,2.0,3.3,3.7,2.3,3.7,3.0,2.3,AI Engineering
Doni Hasibuan,2026,4.0,3.3,3.7,1.0,3.3,3.7,3.7,2.0,3.0,AI Engineering
Eko Fitriani,2026,4.0,2.3,2.0,3.3,3.3,3.7,2.3,3.0,2.7,Cyber Security
Dewi Santoso,2026,2.3,3.0,3.0,2.0,2.3,4.0,2.3,2.0,3.0,RPL
Vina Mahendra,2026,4.0,4.0,4.0,3.3,2.0,4.0,2.7,3.0,3.3,RPL
Putu Barus,2026,3.0,2.3,2.7,4.0,3.3,2.7,3.0,2.7,2.0,AI Engineering
Maya Fitriani,2026,3.3,1.0,2.3,4.0,2.3,3.0,3.0,3.3,3.7,Cyber Security
Lani Pohan,2026,3.7,2.0,2.0,3.3,3.7,3.3,3.0,3.7,4.0,Cyber Security
Nina Utami,2026,2.3,3.0,2.0,3.7,2.3,2.3,2.3,3.7,2.3,Cyber Security
Andi Pratama,2026,3.0,1.0,2.3,3.7,3.7,1.0,3.7,2.7,4.0,AI Engineering
Gani Pratama,2026,3.0,3.3,3.0,3.7,4.0,2.0,3.7,1.0,2.7,AI Engineering
Doni Harahap,2026,3.0,2.3,2.3,2.7,3.0,1.0,3.0,2.3,2.7,AI Engineering
Rina Siregar,2026,4.0,2.3,1.0,4.0,2.7,1.0,1.0,4.0,3.0,Cyber Security
Taufik Mulyono,2026,3.0,1.0,3.0,4.0,3.7,2.7,3.0,3.7,2.0,Cyber Security
Maya Wijaya,2026,2.7,2.0,2.0,4.0,2.7,1.0,1.0,4.0,4.0,Cyber Security
Lani Pasaribu,2026,2.7,4.0,4.0,3.3,2.0,3.7,2.0,1.0,4.0,RPL
Dedi Ramadhan,2026,4.0,3.7,1.0,2.3,3.7,1.0,3.0,1.0,2.7,AI Engineering
Hendra Pasaribu,2026,2.3,3.3,3.7,4.0,3.7,4.0,3.3,2.3,3.3,RPL
Siti Wijaya,2026,4.0,2.0,4.0,3.7,1.0,4.0,4.0,3.3,3.0,Cyber Security
Dedi Kurniawan,2026,2.7,2.7,2.7,3.7,4.0,2.3,2.0,3.0,2.0,Cyber Security
Made Siahaan,2026,3.7,3.0,2.7,3.7,3.3,3.3,3.3,2.0,1.0,AI Engineering
Joko Wijaya,2026,3.3,2.3,2.3,4.0,3.3,4.0,2.7,3.7,2.0,Cyber Security
Fajar Ginting,2026,3.7,3.0,3.0,1.0,4.0,1.0,4.0,3.3,3.3,AI Engineering
Dadan Ginting,2026,4.0,3.0,2.0,3.0,3.0,2.3,3.3,3.0,2.7,AI Engineering
Iwan Puspita,2026,2.7,3.3,4.0,2.0,2.0,4.0,3.3,1.0,3.3,RPL
Hana Ginting,2026,3.3,1.0,3.0,4.0,2.3,2.3,2.0,3.7,2.3,Cyber Security
Indah Pratama,2026,2.7,4.0,3.3,3.7,1.0,3.7,3.7,2.3,3.0,RPL
Gita Simanjuntak,2026,3.7,2.3,3.7,2.3,3.3,3.3,4.0,1.0,1.0,AI Engineering
Putri Santoso,2026,3.7,3.3,3.0,3.3,3.7,2.3,2.3,3.3,2.7,Cyber Security
Ayu Utami,2026,1.0,4.0,3.3,1.0,3.3,3.0,2.3,2.3,3.3,RPL
Bagas Ramadhan,2026,2.3,3.0,3.3,2.0,2.0,3.3,2.0,3.3,4.0,RPL
Rina Rahayu,2026,3.3,2.3,4.0,3.7,3.0,3.0,3.3,3.3,3.7,AI Engineering
Hana Harahap,2026,2.0,3.0,3.7,1.0,4.0,3.0,2.0,3.0,3.0,RPL
Iwan Sembiring,2026,2.0,3.0,4.0,2.3,3.0,3.3,2.0,1.0,3.7,RPL
Andi Al-Faris,2026,3.0,2.0,4.0,3.0,3.0,4.0,2.3,3.7,1.0,Cyber Security
Doni Situmorang,2026,3.0,2.0,3.3,1.0,3.0,2.7,4.0,3.0,2.7,AI Engineering
Citra Sari,2026,3.3,3.0,3.7,2.3,3.3,1.0,3.0,3.3,3.0,AI Engineering
Budi Mulyono,2026,1.0,2.0,2.0,3.3,3.0,4.0,3.7,3.7,3.3,Cyber Security
Lani Sitepu,2026,2.7,3.0,4.0,3.7,2.3,3.3,2.7,3.3,3.0,RPL
Maya Manurung,2026,3.3,3.7,4.0,3.3,3.7,3.0,4.0,3.7,3.7,AI Engineering
Euis Aminah,2026,4.0,2.3,3.0,2.3,4.0,2.3,3.0,2.0,4.0,AI Engineering
Bambang Aminah,2026,2.7,3.7,3.7,3.0,4.0,3.0,2.3,3.7,2.3,Cyber Security
Made Mulyono,2026,3.3,3.7,1.0,3.7,4.0,2.7,3.7,3.7,3.3,Cyber Security
Citra Kurniawan,2026,2.3,3.0,4.0,3.3,4.0,4.0,2.0,3.0,3.7,RPL
Siska Wulandari,2026,2.7,2.7,2.3,3.7,3.3,3.3,3.0,4.0,2.7,Cyber Security
Lani Aminah,2026,3.7,3.3,2.7,1.0,3.0,3.0,4.0,4.0,3.7,AI Engineering
Dewi Manurung,2026,2.0,3.3,2.0,4.0,4.0,3.0,3.0,4.0,2.3,Cyber Security
Joko Hardi,2026,3.7,2.3,2.7,2.3,3.3,2.3,4.0,3.0,2.3,AI Engineering
Joko Utami,2026,3.3,3.7,1.0,2.7,3.3,1.0,4.0,3.3,3.3,AI Engineering
Bambang Pohan,2026,2.7,4.0,3.7,1.0,2.7,3.0,3.7,4.0,3.3,RPL
Zaki Sembiring,2026,2.0,3.0,3.7,3.3,3.0,3.7,3.3,2.7,3.3,RPL
Rosa Lubis,2026,2.7,3.0,3.7,4.0,3.0,3.3,3.0,2.7,4.0,RPL
Rosa Lestari,2026,3.7,3.3,2.0,4.0,3.0,4.0,3.3,3.7,1.0,AI Engineering
Budi Mahendra,2026,3.3,3.0,3.3,2.3,3.0,3.7,2.7,2.7,3.0,RPL
Nina Lubis,2026,3.3,4.0,3.7,1.0,3.3,4.0,2.0,2.3,3.0,RPL
Iwan Chaniago,2026,3.7,2.0,2.7,4.0,2.3,2.0,2.7,3.0,3.0,Cyber Security
Eko Chaniago,2026,4.0,3.0,4.0,3.3,3.7,3.3,3.0,3.3,3.3,Cyber Security
Taufik Utami,2026,3.3,3.3,3.7,3.0,2.3,4.0,4.0,3.3,2.7,Cyber Security
Bambang Ramadhan,2026,3.7,3.7,3.7,2.0,2.0,3.3,1.0,2.0,3.0,RPL
Maya Siahaan,2026,3.3,3.3,1.0,3.3,3.0,2.3,3.0,2.3,3.0,AI Engineering
Aris Pratama,2026,2.7,3.3,4.0,3.3,3.0,3.0,2.0,3.3,4.0,RPL
Nina Zulkarnain,2026,2.3,3.0,3.3,3.7,3.3,3.3,3.0,3.0,2.3,Cyber Security
Gani Siahaan,2026,3.0,2.3,1.0,3.3,4.0,2.0,3.0,2.7,2.0,AI Engineering
Dadan Wulandari,2026,3.7,4.0,2.7,2.7,3.3,2.0,4.0,2.3,2.7,AI Engineering
Aris Situmorang,2026,2.3,2.7,4.0,4.0,3.0,4.0,3.0,3.0,3.0,Cyber Security
Joko Al-Faris,2026,2.0,3.3,4.0,2.3,4.0,3.3,3.7,2.7,3.0,RPL
Budi Pratama,2026,3.7,3.0,3.0,4.0,3.7,2.0,3.0,2.7,3.3,AI Engineering
Indah Pohan,2026,3.3,3.3,3.3,3.0,3.7,3.7,2.7,3.0,4.0,RPL
Fajar Hardi,2026,2.3,4.0,3.0,2.0,2.7,4.0,2.7,4.0,3.7,RPL
Hana Tanjung,2026,3.7,3.0,1.0,3.3,3.7,2.0,4.0,3.0,2.3,AI Engineering
Citra Susanto,2026,3.7,3.3,4.0,3.3,4.0,3.7,2.0,2.3,3.7,RPL
Ayu Harahap,2026,3.0,3.7,3.0,3.3,3.7,4.0,3.3,3.7,1.0,Cyber Security
Ayu Setiawan,2026,3.7,4.0,2.7,3.7,2.7,2.3,3.7,3.7,3.3,Cyber Security
Dadan Al-Faris,2026,2.0,1.0,3.7,3.7,2.7,3.3,2.3,4.0,4.0,Cyber Security
Rizky Aminah,2026,3.7,4.0,3.7,1.0,3.3,3.0,2.3,2.0,3.0,RPL
Nyoman Simanjuntak,2026,2.3,3.3,3.3,2.3,2.0,3.7,3.3,3.7,4.0,RPL
Tania Zulkarnain,2026,2.0,3.7,3.7,2.3,2.0,3.3,3.0,2.0,3.7,RPL
Gita Barus,2026,3.0,3.0,3.3,2.0,2.7,3.3,3.7,2.0,4.0,RPL
Lani Saputra,2026,3.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,RPL
Hana Utami,2026,3.0,2.7,4.0,2.7,3.7,2.3,3.3,2.3,4.0,AI Engineering
Budi Pasaribu,2026,1.0,3.3,1.0,3.0,2.7,2.7,2.0,4.0,2.7,Cyber Security
Budi Saputra,2026,3.7,3.7,1.0,3.0,3.3,2.3,3.7,3.3,1.0,AI Engineering
Hana Zulkarnain,2026,3.0,3.7,3.7,2.7,4.0,3.7,3.7,2.3,2.3,AI Engineering
Dewi Sembiring,2026,2.3,3.0,1.0,3.7,1.0,1.0,1.0,3.3,1.0,Cyber Security
Bambang Situmorang,2026,3.0,3.3,3.0,2.7,3.3,3.0,3.7,3.7,3.7,RPL
Nina Ginting,2026,3.7,2.7,2.7,3.0,3.0,3.3,3.0,1.0,3.0,AI Engineering
Vina Manurung,2026,3.7,3.0,3.0,3.0,3.7,3.0,4.0,1.0,3.3,RPL
Made Pratama,2026,3.0,3.7,3.3,3.7,2.3,4.0,2.3,3.0,4.0,RPL
Gita Fitriani,2026,2.3,4.0,3.0,3.3,2.3,3.7,4.0,2.7,3.3,RPL
Ayu Wulandari,2026,3.3,4.0,3.0,2.7,4.0,3.7,3.0,3.3,3.7,RPL
Farhan Setiawan,2026,2.3,3.0,3.0,4.0,3.0,4.0,3.7,2.7,3.3,RPL
Gani Al-Faris,2026,4.0,3.3,3.7,3.7,2.7,3.3,2.3,2.0,3.3,RPL
Dedi Chaniago,2026,2.7,3.0,3.7,3.3,2.3,3.7,3.0,2.0,4.0,RPL
Agus Susanto,2026,3.7,4.0,3.0,1.0,4.0,1.0,3.3,2.0,3.7,AI Engineering
Hendra Lestari,2026,4.0,1.0,2.3,3.3,4.0,2.0,3.0,2.7,2.7,AI Engineering
Nyoman Santoso,2026,1.0,3.0,3.0,2.7,1.0,4.0,3.3,4.0,3.0,RPL
Dewi Barus,2026,2.7,3.3,4.0,3.7,2.3,4.0,3.3,3.7,3.0,Cyber Security
Made Zulkarnain,2026,4.0,2.0,2.7,4.0,1.0,2.7,2.3,3.3,4.0,Cyber Security
Dedi Pratama,2026,4.0,2.0,1.0,4.0,3.7,2.0,4.0,3.7,3.3,AI Engineering
Euis Aminah,2026,3.0,2.7,2.3,3.3,3.0,1.0,3.0,3.0,1.0,Cyber Security
Tania Ramadhan,2026,1.0,3.7,3.3,2.0,2.3,3.3,2.3,1.0,3.7,RPL
Euis Lubis,2026,2.7,2.0,4.0,4.0,2.7,4.0,4.0,3.7,2.3,Cyber Security
Fajar Nasution,2026,3.7,1.0,3.3,3.0,3.0,1.0,4.0,3.3,4.0,AI Engineering
Hendra Chaniago,2026,3.0,4.0,3.3,3.3,2.0,4.0,4.0,3.3,3.7,RPL
Taufik Barus,2026,4.0,3.0,4.0,4.0,3.3,3.7,3.3,4.0,3.3,RPL
Zaki Hasibuan,2026,3.3,3.0,3.0,2.7,4.0,3.0,3.3,2.3,3.3,AI Engineering
Rosa Wijaya,2026,3.0,3.7,3.0,3.0,3.0,3.0,3.0,2.7,3.3,AI Engineering
Rosa Siahaan,2026,2.3,3.0,3.7,3.0,3.3,4.0,3.0,2.0,3.0,RPL
Iwan Kurniawan,2026,1.0,4.0,3.3,1.0,3.7,4.0,4.0,1.0,3.3,RPL
Budi Setiawan,2026,3.7,4.0,3.3,2.0,3.7,3.7,2.7,4.0,3.0,RPL
Made Fitriani,2026,3.0,2.0,3.7,4.0,3.7,2.3,4.0,3.7,4.0,Cyber Security
Dewi Harahap,2026,2.3,1.0,3.0,3.3,2.0,1.0,3.3,3.3,4.0,Cyber Security
Iwan Zulkarnain,2026,3.3,2.0,2.0,3.0,3.7,2.3,3.7,3.0,2.0,Cyber Security
Rizky Siahaan,2026,3.3,2.7,3.0,3.3,3.7,3.0,3.7,3.3,2.3,Cyber Security
Laila Sari,2026,3.7,3.7,1.0,1.0,3.3,3.0,4.0,3.3,2.7,AI Engineering
Bagas Pratama,2026,2.0,3.3,4.0,2.7,1.0,4.0,2.0,2.0,3.3,RPL
Fajar Mulyono,2026,1.0,3.0,3.7,3.7,2.7,3.7,3.0,3.0,1.0,Cyber Security
Siska Hardi,2026,3.7,2.3,4.0,4.0,2.7,1.0,2.3,3.0,1.0,Cyber Security
Euis Kurniawan,2026,3.7,4.0,3.0,1.0,2.7,3.0,3.7,1.0,3.3,RPL
Agus Siahaan,2026,3.0,3.0,2.3,3.3,3.7,3.3,3.7,2.7,3.3,AI Engineering
Made Zulkarnain,2026,4.0,2.7,2.3,2.3,3.7,1.0,3.7,2.7,3.0,AI Engineering
Ayu Santoso,2026,4.0,2.3,3.0,3.3,3.3,2.7,3.0,3.7,2.3,Cyber Security
Nina Pratama,2026,1.0,3.7,3.7,1.0,3.7,4.0,2.3,2.7,4.0,RPL
Dedi Wulandari,2026,3.0,2.0,3.3,3.3,3.0,2.0,4.0,4.0,2.3,Cyber Security
Hana Sitepu,2026,4.0,4.0,3.7,3.7,4.0,2.0,4.0,2.7,4.0,AI Engineering
Dewi Saputra,2026,2.0,2.0,2.3,4.0,2.7,4.0,2.7,3.3,2.7,Cyber Security
Lani Pasaribu,2026,3.7,4.0,4.0,2.7,2.7,4.0,1.0,4.0,3.0,RPL
Putu Ginting,2026,4.0,4.0,4.0,3.3,3.0,3.0,3.3,3.7,4.0,RPL
Budi Nasution,2026,1.0,3.7,3.3,3.7,4.0,3.0,4.0,2.0,3.0,RPL
Eko Siahaan,2026,3.7,3.3,3.7,2.7,1.0,3.7,3.7,3.7,4.0,RPL
Putu Barus,2026,2.7,3.0,4.0,2.3,3.7,4.0,2.0,4.0,3.0,RPL
Iwan Fitriani,2026,3.3,2.0,3.0,4.0,3.0,3.7,3.0,3.0,3.3,AI Engineering
Dewi Ginting,2026,4.0,2.7,4.0,3.3,1.0,3.3,3.0,3.7,2.0,Cyber Security
Rosa Sembiring,2026,3.3,2.0,3.0,1.0,4.0,3.0,3.3,2.3,2.7,AI Engineering
Agus Susanto,2026,2.3,3.3,4.0,2.7,3.7,3.7,1.0,1.0,3.3,RPL
Nyoman Lestari,2026,3.3,3.0,2.3,3.7,3.7,1.0,3.7,2.0,3.0,AI Engineering
Gita Wulandari,2026,3.7,2.7,2.7,3.3,3.3,1.0,3.3,3.0,3.7,AI Engineering
Iwan Chaniago,2026,2.3,3.7,4.0,2.3,3.7,3.0,2.3,3.0,3.0,RPL
Indah Chaniago,2026,3.3,3.7,2.3,4.0,2.0,2.0,1.0,3.0,4.0,Cyber Security
Dewi Ginting,2026,4.0,3.3,4.0,1.0,3.0,3.0,1.0,1.0,3.7,RPL
Lani Santoso,2026,2.3,3.0,3.7,4.0,4.0,3.3,3.0,4.0,1.0,Cyber Security
Agus Zulkarnain,2026,3.0,3.0,3.3,2.3,2.7,3.0,3.7,3.3,3.7,RPL
Indah Manurung,2026,3.3,2.7,3.3,3.7,4.0,2.3,3.0,2.7,3.7,AI Engineering
Vina Puspita,2026,3.7,4.0,2.0,3.3,3.0,3.7,3.0,2.3,2.0,AI Engineering
Bagas Nasution,2026,3.7,3.3,3.3,3.0,3.3,3.7,2.7,4.0,3.0,RPL
Putu Siahaan,2026,2.3,4.0,4.0,3.7,3.3,2.0,3.0,3.0,3.3,Cyber Security
Gita Santoso,2026,3.0,1.0,3.0,3.3,4.0,3.0,4.0,1.0,3.3,AI Engineering
Siska Nasution,2026,3.7,4.0,2.3,1.0,3.3,3.0,3.0,3.3,1.0,AI Engineering
Lani Mulyono,2026,2.7,3.7,3.3,2.0,2.0,3.3,3.7,2.7,3.7,RPL
Indah Saputra,2026,2.7,3.3,3.3,3.0,3.3,1.0,4.0,3.3,4.0,Cyber Security
Nina Tanjung,2026,1.0,3.7,3.3,2.3,1.0,3.7,4.0,2.7,3.3,RPL
Fajar Ramadhan,2026,3.7,2.7,3.7,2.0,4.0,1.0,4.0,2.3,4.0,AI Engineering
Dewi Pratama,2026,4.0,2.0,2.0,3.0,3.7,3.7,3.7,3.7,2.7,AI Engineering
Hendra Rahayu,2026,3.7,3.3,4.0,3.7,3.7,2.0,3.0,2.0,3.3,AI Engineering
Gani Simanjuntak,2026,3.3,2.3,3.3,3.3,1.0,3.0,2.7,3.7,2.0,Cyber Security
Euis Pasaribu,2026,4.0,1.0,1.0,3.7,2.7,4.0,2.7,3.3,2.0,Cyber Security
Andi Sari,2026,3.0,4.0,3.3,3.3,3.0,3.0,4.0,3.0,4.0,RPL
Citra Lestari,2026,3.3,2.7,4.0,3.0,3.0,2.0,4.0,1.0,2.0,AI Engineering
Ayu Utami,2026,3.0,1.0,2.7,2.7,3.3,3.0,3.3,2.0,2.3,AI Engineering
Budi Mulyono,2026,4.0,3.7,4.0,3.7,3.3,3.3,3.7,3.7,2.7,AI Engineering
Eko Tanjung,2026,1.0,4.0,4.0,2.7,2.3,3.3,3.7,3.0,3.3,RPL
Rizky Siregar,2026,3.7,3.0,3.0,1.0,3.7,3.3,3.7,2.7,3.3,RPL
Rosa Mulyono,2026,3.3,3.0,3.0,2.7,3.3,3.3,3.3,2.3,3.0,AI Engineering
Euis Siregar,2026,2.3,3.0,1.0,3.3,2.7,2.3,4.0,3.7,3.0,Cyber Security
Iwan Fitriani,2026,2.0,3.7,3.3,1.0,2.7,4.0,2.0,2.0,4.0,RPL
Dedi Siregar,2026,2.3,3.3,3.3,4.0,3.0,3.3,2.3,3.7,3.3,Cyber Security
Maya Pohan,2026,2.0,3.3,3.7,3.3,2.3,2.7,2.7,3.3,2.3,Cyber Security
Laila Kurniawan,2026,2.7,3.3,3.3,3.0,3.7,3.7,1.0,4.0,4.0,RPL
Joko Chaniago,2026,2.7,1.0,1.0,3.3,2.0,2.3,3.7,4.0,3.0,Cyber Security
Taufik Ramadhan,2026,2.7,3.7,3.7,3.3,2.0,2.3,2.3,3.3,2.7,Cyber Security
Putu Harahap,2026,3.0,2.0,4.0,2.7,4.0,2.7,3.7,4.0,3.3,AI Engineering
Doni Susanto,2026,2.7,4.0,3.7,4.0,3.3,3.3,3.0,3.0,3.0,RPL
Made Hasibuan,2026,2.7,1.0,3.0,3.0,1.0,2.0,3.0,3.7,2.7,Cyber Security
Rizky Saputra,2026,4.0,4.0,2.0,2.3,3.7,4.0,3.3,2.0,3.3,AI Engineering
Andi Susanto,2026,3.3,3.0,2.3,1.0,4.0,3.0,3.0,2.3,2.0,AI Engineering
Doni Puspita,2026,2.0,2.0,2.0,3.0,1.0,1.0,3.3,3.7,3.3,Cyber Security
Hendra Chaniago,2026,2.7,3.7,2.0,3.0,2.7,2.0,2.7,3.3,2.0,Cyber Security
Maya Ramadhan,2026,3.7,3.7,3.0,2.7,2.3,3.7,2.3,2.3,3.7,RPL
Andi Lestari,2026,4.0,4.0,3.0,3.3,4.0,3.3,2.3,3.3,3.7,Cyber Security
Joko Barus,2026,2.0,3.3,4.0,4.0,1.0,3.3,1.0,2.7,3.7,RPL
Dadan Saputra,2026,3.7,3.3,2.7,3.3,3.0,2.0,3.0,2.3,2.3,AI Engineering
Tania Aminah,2026,3.7,3.0,3.3,3.7,2.0,4.0,1.0,2.0,3.3,RPL
Rosa Aminah,2026,3.7,2.7,2.7,2.7,3.3,2.0,3.0,2.0,2.3,AI Engineering
Dadan Hardi,2026,4.0,3.7,4.0,3.0,4.0,3.3,3.7,4.0,3.0,AI Engineering
Taufik Manurung,2026,4.0,1.0,2.3,2.7,3.7,4.0,3.0,3.7,2.0,AI Engineering
Andi Mahendra,2026,3.0,4.0,3.0,3.7,2.7,3.3,2.3,1.0,4.0,RPL
Lani Aminah,2026,2.7,1.0,2.0,3.7,1.0,3.7,3.3,3.0,3.0,Cyber Security
Ayu Manurung,2026,4.0,4.0,3.3,3.7,3.0,4.0,3.3,3.3,3.3,RPL
Dedi Simanjuntak,2026,3.0,3.3,3.0,4.0,2.7,3.0,4.0,2.0,3.0,RPL
Joko Mulyono,2026,3.0,3.7,4.0,1.0,3.3,3.0,2.0,3.3,3.7,RPL
Bambang Ramadhan,2026,3.0,3.3,3.7,3.3,2.3,4.0,4.0,1.0,3.7,RPL
Andi Siregar,2026,3.3,2.3,2.7,4.0,3.3,2.7,3.3,2.0,3.3,AI Engineering
Gani Pasaribu,2026,3.7,3.0,3.3,4.0,3.0,3.0,2.7,2.0,3.0,RPL
Eko Santoso,2026,2.0,1.0,4.0,4.0,2.7,3.7,3.7,3.0,3.0,Cyber Security
Zaki Setiawan,2026,3.0,3.3,2.7,3.0,1.0,2.0,3.0,3.7,1.0,Cyber Security
Euis Utami,2026,2.3,3.7,3.3,2.3,2.7,3.0,2.3,3.3,3.3,RPL
Bambang Mahendra,2026,3.3,3.3,3.7,2.3,2.0,4.0,1.0,4.0,3.0,RPL
Bagas Siahaan,2026,2.0,2.3,3.7,3.3,1.0,2.7,4.0,3.0,4.0,Cyber Security
Taufik Chaniago,2026,3.0,3.0,3.7,3.3,2.7,2.0,2.3,3.0,2.3,Cyber Security
